Part_ID,Date,Time,Level,Throw Number,Error,Success(Y/N),Time Stamp
380,07/20,7/20/2020 9:32:32 PM,1,10,0.9225198,No,7/20/2020 2:32:32 PM
380,07/20,7/20/2020 9:32:38 PM,2,1,0.3814218,No,7/20/2020 2:32:38 PM
380,07/20,7/20/2020 9:32:41 PM,2,2,0.7109419,No,7/20/2020 2:32:41 PM
380,07/20,7/20/2020 2:32:44 PM,2,3,0.7109419,Yes,7/20/2020 2:32:44 PM
380,07/20,7/20/2020 9:32:47 PM,2,4,0.7538617,No,7/20/2020 2:32:47 PM
380,07/20,7/20/2020 9:32:50 PM,2,5,1.573962,No,7/20/2020 2:32:50 PM
380,07/20,7/20/2020 9:32:54 PM,2,6,0.8954684,No,7/20/2020 2:32:54 PM
380,07/20,7/20/2020 9:32:58 PM,2,7,1.093177,No,7/20/2020 2:32:58 PM
380,07/20,7/20/2020 9:33:01 PM,2,8,0.2723798,No,7/20/2020 2:33:01 PM
380,07/20,7/20/2020 9:33:04 PM,2,9,0.3282187,No,7/20/2020 2:33:04 PM
380,07/20,7/20/2020 9:33:07 PM,2,10,0.5885893,No,7/20/2020 2:33:07 PM
380,07/20,7/20/2020 9:33:15 PM,3,1,1.137038,No,7/20/2020 2:33:15 PM
380,07/20,7/20/2020 9:33:18 PM,3,2,0.4214197,No,7/20/2020 2:33:18 PM
380,07/20,7/20/2020 9:33:21 PM,3,3,1.267245,No,7/20/2020 2:33:21 PM
380,07/20,7/20/2020 9:33:23 PM,3,4,0.7121354,No,7/20/2020 2:33:23 PM
380,07/20,7/20/2020 9:33:26 PM,3,5,1.389074,No,7/20/2020 2:33:26 PM
380,07/20,7/20/2020 9:33:29 PM,3,6,1.112969,No,7/20/2020 2:33:29 PM
380,07/20,7/20/2020 9:33:32 PM,3,7,0.8552619,No,7/20/2020 2:33:32 PM
380,07/20,7/20/2020 9:33:36 PM,3,8,0.558908,No,7/20/2020 2:33:36 PM
380,07/20,7/20/2020 9:33:39 PM,3,9,0.6965929,No,7/20/2020 2:33:39 PM
380,07/20,7/20/2020 9:33:41 PM,3,10,0.3510268,No,7/20/2020 2:33:41 PM
380,07/20,7/20/2020 9:33:48 PM,4,1,1.193271,No,7/20/2020 2:33:48 PM
380,07/20,7/20/2020 9:33:52 PM,4,2,1.276865,No,7/20/2020 2:33:52 PM
380,07/20,7/20/2020 9:33:55 PM,4,3,0.9505,No,7/20/2020 2:33:55 PM
380,07/20,7/20/2020 9:33:58 PM,4,4,0.2778556,No,7/20/2020 2:33:58 PM
380,07/20,7/20/2020 9:34:02 PM,4,5,1.227415,No,7/20/2020 2:34:02 PM
380,07/20,7/20/2020 9:34:05 PM,4,6,0.9076589,No,7/20/2020 2:34:05 PM
380,07/20,7/20/2020 9:34:08 PM,4,7,1.726795,No,7/20/2020 2:34:08 PM
380,07/20,7/20/2020 9:34:12 PM,4,8,1.57285,No,7/20/2020 2:34:12 PM
380,07/20,7/20/2020 9:34:14 PM,4,9,0.2841098,No,7/20/2020 2:34:14 PM
380,07/20,7/20/2020 9:34:17 PM,4,10,0.6398432,No,7/20/2020 2:34:17 PM
381,07/20,7/20/2020 9:38:33 PM,Practice,1,0.6889191,No,7/20/2020 2:38:33 PM
381,07/20,7/20/2020 2:38:35 PM,Practice,2,0.6889191,Yes,7/20/2020 2:38:35 PM
381,07/20,7/20/2020 2:38:38 PM,Practice,3,0.6889191,Yes,7/20/2020 2:38:38 PM
381,07/20,7/20/2020 2:38:41 PM,Practice,4,0.6889191,Yes,7/20/2020 2:38:41 PM
381,07/20,7/20/2020 2:38:44 PM,Practice,5,0.6889191,Yes,7/20/2020 2:38:44 PM
381,07/20,7/20/2020 9:38:47 PM,Practice,6,1.338685,No,7/20/2020 2:38:47 PM
388,07/20,7/20/2020 10:21:40 PM,Practice,1,0.2701395,No,7/20/2020 3:21:40 PM
388,07/20,7/20/2020 10:21:42 PM,Practice,2,1.848341,No,7/20/2020 3:21:42 PM
388,07/20,7/20/2020 10:21:44 PM,Practice,3,1.858742,No,7/20/2020 3:21:44 PM
388,07/20,7/20/2020 10:21:46 PM,Practice,4,1.742247,No,7/20/2020 3:21:46 PM
388,07/20,7/20/2020 10:21:49 PM,Practice,5,1.807887,No,7/20/2020 3:21:49 PM
388,07/20,7/20/2020 10:21:51 PM,Practice,6,1.71185,No,7/20/2020 3:21:51 PM
388,07/20,7/20/2020 10:21:53 PM,Practice,7,1.724324,No,7/20/2020 3:21:53 PM
388,07/20,7/20/2020 10:21:55 PM,Practice,8,1.619923,No,7/20/2020 3:21:55 PM
388,07/20,7/20/2020 10:21:57 PM,Practice,9,1.691711,No,7/20/2020 3:21:57 PM
388,07/20,7/20/2020 10:21:59 PM,Practice,10,1.639348,No,7/20/2020 3:21:59 PM
388,07/20,7/20/2020 10:22:06 PM,4,1,3.05602,No,7/20/2020 3:22:06 PM
388,07/20,7/20/2020 10:22:08 PM,4,2,3.207879,No,7/20/2020 3:22:08 PM
388,07/20,7/20/2020 10:22:10 PM,4,3,3.190204,No,7/20/2020 3:22:10 PM
388,07/20,7/20/2020 10:22:12 PM,4,4,3.160032,No,7/20/2020 3:22:12 PM
388,07/20,7/20/2020 10:22:14 PM,4,5,3.154893,No,7/20/2020 3:22:14 PM
388,07/20,7/20/2020 10:22:16 PM,4,6,3.176043,No,7/20/2020 3:22:16 PM
388,07/20,7/20/2020 10:22:18 PM,4,7,3.218944,No,7/20/2020 3:22:18 PM
388,07/20,7/20/2020 10:22:21 PM,4,8,3.276925,No,7/20/2020 3:22:21 PM
388,07/20,7/20/2020 10:22:23 PM,4,9,3.271503,No,7/20/2020 3:22:23 PM
388,07/20,7/20/2020 10:22:25 PM,4,10,3.179238,No,7/20/2020 3:22:25 PM
389,07/20,7/20/2020 10:26:02 PM,Practice,1,0.9108016,No,7/20/2020 3:26:02 PM
389,07/20,7/20/2020 10:26:18 PM,1,1,1.205154,No,7/20/2020 3:26:18 PM
389,07/20,7/20/2020 10:26:29 PM,2,1,0.3415122,No,7/20/2020 3:26:29 PM
390,07/20,7/20/2020 3:35:48 PM,Practice,1,0,Yes,7/20/2020 3:35:48 PM
390,07/20,7/20/2020 10:35:54 PM,1,1,1.460653,No,7/20/2020 3:35:54 PM
390,07/20,7/20/2020 10:36:01 PM,2,1,0.3504293,No,7/20/2020 3:36:01 PM
391,07/20,7/20/2020 3:39:10 PM,Practice,1,0,Yes,7/20/2020 3:39:10 PM
391,07/20,7/20/2020 3:39:14 PM,1,1,0,Yes,7/20/2020 3:39:14 PM
391,07/20,7/20/2020 10:39:20 PM,2,1,2.212664,No,7/20/2020 3:39:20 PM
391,07/20,7/20/2020 3:39:26 PM,3,1,2.212664,Yes,7/20/2020 3:39:26 PM
391,07/20,7/20/2020 10:39:32 PM,4,1,0.3595298,No,7/20/2020 3:39:32 PM
391,07/20,7/20/2020 10:39:39 PM,5,1,0.6087465,No,7/20/2020 3:39:39 PM
411,07/20,7/20/2020 4:25:58 PM,Practice,1,0,Yes,7/20/2020 4:25:58 PM
411,07/20,7/20/2020 11:26:02 PM,1,1,0.5373943,No,7/20/2020 4:26:02 PM
411,07/20,7/20/2020 11:26:06 PM,2,1,1.397676,No,7/20/2020 4:26:06 PM
411,07/20,7/20/2020 11:26:12 PM,3,1,1.27072,No,7/20/2020 4:26:12 PM
411,07/20,7/20/2020 11:26:17 PM,4,1,0.8146005,No,7/20/2020 4:26:17 PM
411,07/20,7/20/2020 11:26:23 PM,5,1,0.8695352,No,7/20/2020 4:26:23 PM
411,07/20,7/20/2020 4:26:30 PM,3,1,0.8695352,Yes,7/20/2020 4:26:30 PM
416,07/20,7/20/2020 11:31:35 PM,Practice,1,0.9903331,No,7/20/2020 4:31:35 PM
417,07/20,7/20/2020 11:32:29 PM,Practice,1,0.4022866,No,7/20/2020 4:32:29 PM
419,07/20,7/20/2020 11:33:26 PM,Practice,1,0.9244198,No,7/20/2020 4:33:26 PM
423,07/20,7/20/2020 11:48:53 PM,Practice,1,0.2887824,No,7/20/2020 4:48:53 PM
423,07/20,7/20/2020 11:48:57 PM,1,1,1.148954,No,7/20/2020 4:48:57 PM
423,07/20,7/20/2020 11:49:03 PM,2,1,0.4558569,No,7/20/2020 4:49:03 PM
423,07/20,7/20/2020 11:49:09 PM,3,1,0.3298137,No,7/20/2020 4:49:09 PM
423,07/20,7/20/2020 11:49:14 PM,4,1,0.8761836,No,7/20/2020 4:49:14 PM
423,07/20,7/20/2020 11:49:19 PM,5,1,0.3388243,No,7/20/2020 4:49:19 PM
423,07/20,7/20/2020 4:49:24 PM,3,1,0.3388243,Yes,7/20/2020 4:49:24 PM
424,07/20,7/20/2020 11:50:28 PM,Practice,1,1.238083,No,7/20/2020 4:50:28 PM
424,07/20,7/20/2020 11:50:32 PM,1,1,1.030088,No,7/20/2020 4:50:32 PM
425,07/20,7/20/2020 11:51:06 PM,Practice,1,0.3996155,No,7/20/2020 4:51:06 PM
425,07/20,7/20/2020 11:51:09 PM,1,1,0.5574908,No,7/20/2020 4:51:09 PM
425,07/20,7/20/2020 11:51:15 PM,2,1,0.4808895,No,7/20/2020 4:51:15 PM
425,07/20,7/20/2020 11:51:21 PM,3,1,0.4762095,No,7/20/2020 4:51:21 PM
425,07/20,7/20/2020 11:51:27 PM,4,1,1.870168,No,7/20/2020 4:51:27 PM
425,07/20,7/20/2020 11:51:56 PM,5,1,0.9717472,No,7/20/2020 4:51:56 PM
425,07/20,7/20/2020 11:52:11 PM,1,1,1.113162,No,7/20/2020 4:52:11 PM
426,07/20,7/20/2020 11:52:38 PM,Practice,1,1.474512,No,7/20/2020 4:52:38 PM
426,07/20,7/20/2020 11:52:42 PM,1,1,2.140728,No,7/20/2020 4:52:42 PM
426,07/20,7/20/2020 11:52:57 PM,2,1,1.139841,No,7/20/2020 4:52:57 PM
426,07/20,7/20/2020 11:53:05 PM,3,1,3.076927,No,7/20/2020 4:53:05 PM
426,07/20,7/20/2020 11:53:14 PM,4,1,0.7655106,No,7/20/2020 4:53:14 PM
427,07/20,7/20/2020 5:01:35 PM,Practice,1,0,Yes,7/20/2020 5:01:35 PM
428,07/20,7/21/2020 12:03:02 AM,Practice,1,0.8845823,No,7/20/2020 5:03:02 PM
429,07/20,7/21/2020 12:04:35 AM,Practice,1,0.244096,No,7/20/2020 5:04:35 PM
429,07/20,7/21/2020 12:04:40 AM,1,1,0.6385568,No,7/20/2020 5:04:40 PM
430,07/20,7/20/2020 5:10:52 PM,Practice,1,0,Yes,7/20/2020 5:10:52 PM
430,07/20,7/21/2020 12:11:03 AM,1,1,0.8310552,No,7/20/2020 5:11:03 PM
431,07/20,7/20/2020 5:14:18 PM,Practice,1,0,Yes,7/20/2020 5:14:18 PM
431,07/20,7/21/2020 12:14:22 AM,1,1,0.330759,No,7/20/2020 5:14:22 PM
431,07/20,7/20/2020 5:14:29 PM,2,1,0.330759,Yes,7/20/2020 5:14:29 PM
431,07/20,7/21/2020 12:14:35 AM,3,1,0.2545697,No,7/20/2020 5:14:35 PM
431,07/20,7/21/2020 12:14:40 AM,4,1,0.6934268,No,7/20/2020 5:14:40 PM
432,07/20,7/21/2020 12:23:17 AM,Practice,1,2.23034,No,7/20/2020 5:23:17 PM
432,07/20,7/21/2020 12:23:22 AM,1,1,1.877019,No,7/20/2020 5:23:22 PM
433,07/20,7/21/2020 12:27:33 AM,Practice,1,1.799311,No,7/20/2020 5:27:33 PM
433,07/20,7/21/2020 12:27:37 AM,2,1,2.884385,No,7/20/2020 5:27:37 PM
433,07/20,7/21/2020 12:28:16 AM,1,1,1.415917,No,7/20/2020 5:28:16 PM
434,07/20,7/21/2020 12:31:31 AM,Practice,1,1.661101,No,7/20/2020 5:31:31 PM
435,07/20,7/21/2020 12:32:56 AM,Practice,1,0.3562951,No,7/20/2020 5:32:56 PM
435,07/20,7/20/2020 5:32:59 PM,1,1,0.3562951,Yes,7/20/2020 5:32:59 PM
436,07/20,7/21/2020 12:36:49 AM,Practice,1,1.159865,No,7/20/2020 5:36:49 PM
437,07/20,7/20/2020 5:37:45 PM,Practice,1,0,Yes,7/20/2020 5:37:45 PM
437,07/20,7/21/2020 12:37:49 AM,1,1,1.413247,No,7/20/2020 5:37:49 PM
438,07/20,7/20/2020 5:38:50 PM,Practice,1,0,Yes,7/20/2020 5:38:50 PM
438,07/20,7/21/2020 12:38:54 AM,1,1,0.7017871,No,7/20/2020 5:38:54 PM
438,07/20,7/21/2020 12:39:00 AM,2,1,2.006852,No,7/20/2020 5:39:00 PM
439,07/20,7/21/2020 1:02:11 AM,Practice,1,0.740132,No,7/20/2020 6:02:11 PM
439,07/20,7/21/2020 1:02:15 AM,1,1,1.084302,No,7/20/2020 6:02:15 PM
439,07/20,7/21/2020 1:02:23 AM,2,1,0.5700719,No,7/20/2020 6:02:23 PM
439,07/20,7/21/2020 1:02:29 AM,3,1,0.2989791,No,7/20/2020 6:02:29 PM
439,07/20,7/21/2020 1:02:34 AM,4,1,1.179682,No,7/20/2020 6:02:34 PM
440,07/20,7/20/2020 6:11:43 PM,Practice,1,0,Yes,7/20/2020 6:11:43 PM
440,07/20,7/21/2020 1:11:48 AM,2,1,0.9034282,No,7/20/2020 6:11:48 PM
440,07/20,7/21/2020 1:11:53 AM,1,1,2.309505,No,7/20/2020 6:11:53 PM
440,07/20,7/21/2020 1:11:59 AM,3,1,1.085324,No,7/20/2020 6:11:59 PM
440,07/20,7/21/2020 1:12:04 AM,4,1,0.8801283,No,7/20/2020 6:12:04 PM
440,07/20,7/21/2020 1:12:10 AM,5,1,0.7859703,No,7/20/2020 6:12:10 PM
440,07/20,7/21/2020 1:12:16 AM,2,1,1.430519,No,7/20/2020 6:12:16 PM
441,07/20,7/21/2020 1:14:30 AM,Practice,1,0.8438073,No,7/20/2020 6:14:30 PM
441,07/20,7/21/2020 1:14:35 AM,1,1,0.7401143,No,7/20/2020 6:14:35 PM
441,07/20,7/20/2020 6:14:43 PM,2,1,0.7401143,Yes,7/20/2020 6:14:43 PM
441,07/20,7/21/2020 1:14:48 AM,3,1,2.479436,No,7/20/2020 6:14:48 PM
443,07/20,7/21/2020 1:19:16 AM,Practice,1,1.58978,No,7/20/2020 6:19:16 PM
443,07/20,7/21/2020 1:19:20 AM,1,1,0.6891406,No,7/20/2020 6:19:20 PM
443,07/20,7/21/2020 1:19:28 AM,2,1,0.28417,No,7/20/2020 6:19:28 PM
443,07/20,7/21/2020 1:19:33 AM,3,1,1.113601,No,7/20/2020 6:19:33 PM
443,07/20,7/21/2020 1:19:38 AM,4,1,0.5427516,No,7/20/2020 6:19:38 PM
443,07/20,7/21/2020 1:19:43 AM,5,1,0.6635228,No,7/20/2020 6:19:43 PM
443,07/20,7/21/2020 1:19:48 AM,1,1,0.8586081,No,7/20/2020 6:19:48 PM
444,07/20,7/21/2020 1:20:03 AM,Practice,1,0.8996183,No,7/20/2020 6:20:03 PM
444,07/20,7/20/2020 6:20:07 PM,1,1,0.8996183,Yes,7/20/2020 6:20:07 PM
444,07/20,7/21/2020 1:20:12 AM,2,1,0.2730184,No,7/20/2020 6:20:12 PM
444,07/20,7/21/2020 1:20:17 AM,3,1,0.4293941,No,7/20/2020 6:20:17 PM
444,07/20,7/21/2020 1:20:22 AM,4,1,0.319097,No,7/20/2020 6:20:22 PM
445,07/20,7/20/2020 6:20:36 PM,Practice,1,0,Yes,7/20/2020 6:20:36 PM
445,07/20,7/21/2020 1:20:41 AM,1,1,1.147737,No,7/20/2020 6:20:41 PM
445,07/20,7/21/2020 1:20:46 AM,2,1,1.708367,No,7/20/2020 6:20:46 PM
447,07/20,7/20/2020 6:34:24 PM,Practice,1,0,Yes,7/20/2020 6:34:24 PM
447,07/20,7/20/2020 6:34:28 PM,1,1,0,Yes,7/20/2020 6:34:28 PM
447,07/20,7/21/2020 1:34:32 AM,2,1,0.3323296,No,7/20/2020 6:34:32 PM
448,07/20,7/20/2020 6:43:13 PM,Practice,1,0,Yes,7/20/2020 6:43:13 PM
448,07/20,7/21/2020 1:43:17 AM,1,1,0.7842585,No,7/20/2020 6:43:17 PM
448,07/20,7/21/2020 1:43:24 AM,2,1,0.4511429,No,7/20/2020 6:43:24 PM
449,07/20,7/20/2020 6:45:08 PM,Practice,1,0,Yes,7/20/2020 6:45:08 PM
449,07/20,7/20/2020 6:45:11 PM,1,1,0,Yes,7/20/2020 6:45:11 PM
449,07/20,7/21/2020 1:45:17 AM,2,1,0.262842,No,7/20/2020 6:45:17 PM
449,07/20,7/20/2020 6:45:21 PM,3,1,0.262842,Yes,7/20/2020 6:45:21 PM
449,07/20,7/21/2020 1:45:26 AM,4,1,2.127611,No,7/20/2020 6:45:26 PM
449,07/20,7/20/2020 6:45:31 PM,5,1,2.127611,Yes,7/20/2020 6:45:31 PM
450,07/20,7/20/2020 6:47:34 PM,Practice,1,0,Yes,7/20/2020 6:47:34 PM
450,07/20,7/20/2020 6:47:37 PM,1,1,0,Yes,7/20/2020 6:47:37 PM
450,07/20,7/21/2020 1:47:45 AM,2,1,0.8303651,No,7/20/2020 6:47:45 PM
450,07/20,7/21/2020 1:47:49 AM,3,1,0.666636,No,7/20/2020 6:47:49 PM
450,07/20,7/21/2020 1:47:55 AM,4,1,0.5746644,No,7/20/2020 6:47:55 PM
450,07/20,7/21/2020 1:48:00 AM,5,1,1.143759,No,7/20/2020 6:48:00 PM
451,07/20,7/20/2020 6:49:04 PM,Practice,1,0,Yes,7/20/2020 6:49:04 PM
451,07/20,7/21/2020 1:49:08 AM,1,1,1.079201,No,7/20/2020 6:49:08 PM
451,07/20,7/21/2020 1:49:12 AM,2,1,0.2486665,No,7/20/2020 6:49:12 PM
451,07/20,7/21/2020 1:49:18 AM,3,1,0.552283,No,7/20/2020 6:49:18 PM
451,07/20,7/21/2020 1:49:23 AM,4,1,0.3697286,No,7/20/2020 6:49:23 PM
452,07/20,7/21/2020 1:56:27 AM,Practice,1,1.385949,No,7/20/2020 6:56:27 PM
452,07/20,7/20/2020 6:56:31 PM,1,1,1.385949,Yes,7/20/2020 6:56:31 PM
452,07/20,7/21/2020 1:56:37 AM,2,1,0.4516691,No,7/20/2020 6:56:37 PM
452,07/20,7/20/2020 6:56:41 PM,3,1,0.4516691,Yes,7/20/2020 6:56:41 PM
452,07/20,7/21/2020 1:56:46 AM,4,1,0.6686352,No,7/20/2020 6:56:46 PM
452,07/20,7/21/2020 1:56:51 AM,5,1,0.5996446,No,7/20/2020 6:56:51 PM
452,07/20,7/21/2020 1:56:56 AM,1,1,0.2606875,No,7/20/2020 6:56:56 PM
455,07/22,7/22/2020 10:23:11 PM,Practice,1,0.9093121,No,7/22/2020 3:23:11 PM
455,07/22,7/22/2020 10:23:16 PM,Practice,2,1.152175,No,7/22/2020 3:23:16 PM
455,07/22,7/22/2020 10:23:19 PM,Practice,3,0.9169472,No,7/22/2020 3:23:19 PM
455,07/22,7/22/2020 3:23:23 PM,Practice,4,0.9169472,Yes,7/22/2020 3:23:23 PM
455,07/22,7/22/2020 10:23:26 PM,Practice,5,0.771898,No,7/22/2020 3:23:26 PM
455,07/22,7/22/2020 10:23:30 PM,Practice,6,0.2838093,No,7/22/2020 3:23:30 PM
455,07/22,7/22/2020 10:23:33 PM,Practice,7,1.049387,No,7/22/2020 3:23:33 PM
455,07/22,7/22/2020 3:23:37 PM,Practice,8,1.049387,Yes,7/22/2020 3:23:37 PM
455,07/22,7/22/2020 3:23:40 PM,Practice,9,1.049387,Yes,7/22/2020 3:23:40 PM
455,07/22,7/22/2020 10:23:44 PM,Practice,10,1.935535,No,7/22/2020 3:23:44 PM
455,07/22,7/22/2020 3:23:51 PM,1,1,1.935535,Yes,7/22/2020 3:23:51 PM
455,07/22,7/22/2020 10:23:54 PM,1,2,1.53524,No,7/22/2020 3:23:54 PM
456,07/22,7/22/2020 3:29:57 PM,Practice,1,0,Yes,7/22/2020 3:29:57 PM
456,07/22,7/22/2020 10:29:59 PM,Practice,2,1.412639,No,7/22/2020 3:29:59 PM
456,07/22,7/22/2020 10:30:23 PM,Practice,3,2.207635,No,7/22/2020 3:30:23 PM
456,07/22,7/22/2020 10:30:26 PM,Practice,4,1.71622,No,7/22/2020 3:30:26 PM
456,07/22,7/22/2020 10:30:29 PM,Practice,5,1.716821,No,7/22/2020 3:30:29 PM
456,07/22,7/22/2020 10:30:33 PM,Practice,6,0.4769514,No,7/22/2020 3:30:33 PM
456,07/22,7/22/2020 3:30:35 PM,Practice,7,0.4769514,Yes,7/22/2020 3:30:35 PM
456,07/22,7/22/2020 3:30:38 PM,Practice,8,0.4769514,Yes,7/22/2020 3:30:38 PM
456,07/22,7/22/2020 10:30:41 PM,Practice,9,0.8487839,No,7/22/2020 3:30:41 PM
456,07/22,7/22/2020 10:30:45 PM,Practice,10,1.760424,No,7/22/2020 3:30:45 PM
456,07/22,7/22/2020 10:30:48 PM,1,1,2.425349,No,7/22/2020 3:30:48 PM
456,07/22,7/22/2020 3:30:51 PM,1,2,2.425349,Yes,7/22/2020 3:30:51 PM
456,07/22,7/22/2020 3:30:54 PM,1,3,2.425349,Yes,7/22/2020 3:30:54 PM
456,07/22,7/22/2020 10:30:57 PM,1,4,1.008786,No,7/22/2020 3:30:57 PM
456,07/22,7/22/2020 10:31:00 PM,1,5,0.3041046,No,7/22/2020 3:31:00 PM
456,07/22,7/22/2020 3:31:03 PM,1,6,0.3041046,Yes,7/22/2020 3:31:03 PM
456,07/22,7/22/2020 3:31:06 PM,1,7,0.3041046,Yes,7/22/2020 3:31:06 PM
456,07/22,7/22/2020 10:31:11 PM,1,8,1.119842,No,7/22/2020 3:31:11 PM
456,07/22,7/22/2020 10:31:16 PM,1,9,1.374069,No,7/22/2020 3:31:16 PM
456,07/22,7/22/2020 3:31:19 PM,1,10,1.374069,Yes,7/22/2020 3:31:19 PM
456,07/22,7/22/2020 3:31:21 PM,1,11,1.374069,Yes,7/22/2020 3:31:21 PM
456,07/22,7/22/2020 10:31:24 PM,1,12,1.178652,No,7/22/2020 3:31:24 PM
456,07/22,7/22/2020 3:31:27 PM,1,13,1.178652,Yes,7/22/2020 3:31:27 PM
456,07/22,7/22/2020 3:31:34 PM,1,14,1.178652,Yes,7/22/2020 3:31:34 PM
456,07/22,7/22/2020 10:31:37 PM,1,15,0.7566511,No,7/22/2020 3:31:37 PM
456,07/22,7/22/2020 3:31:40 PM,1,16,0.7566511,Yes,7/22/2020 3:31:40 PM
456,07/22,7/22/2020 10:31:43 PM,1,17,0.3215145,No,7/22/2020 3:31:43 PM
456,07/22,7/22/2020 10:31:46 PM,1,18,1.245656,No,7/22/2020 3:31:46 PM
456,07/22,7/22/2020 3:31:49 PM,1,19,1.245656,Yes,7/22/2020 3:31:49 PM
456,07/22,7/22/2020 10:31:53 PM,1,20,1.127398,No,7/22/2020 3:31:53 PM
456,07/22,7/22/2020 10:31:56 PM,1,21,1.286766,No,7/22/2020 3:31:56 PM
456,07/22,7/22/2020 3:31:59 PM,1,22,1.286766,Yes,7/22/2020 3:31:59 PM
456,07/22,7/22/2020 10:32:01 PM,1,23,1.151479,No,7/22/2020 3:32:01 PM
456,07/22,7/22/2020 3:32:04 PM,1,24,1.151479,Yes,7/22/2020 3:32:04 PM
456,07/22,7/22/2020 10:32:07 PM,1,25,0.6958783,No,7/22/2020 3:32:07 PM
456,07/22,7/22/2020 10:32:10 PM,1,26,1.434189,No,7/22/2020 3:32:10 PM
456,07/22,7/22/2020 3:32:13 PM,1,27,1.434189,Yes,7/22/2020 3:32:13 PM
456,07/22,7/22/2020 10:32:16 PM,1,28,0.9394859,No,7/22/2020 3:32:16 PM
456,07/22,7/22/2020 10:32:19 PM,1,29,0.3429825,No,7/22/2020 3:32:19 PM
456,07/22,7/22/2020 10:32:22 PM,1,30,1.215042,No,7/22/2020 3:32:22 PM
457,07/22,7/22/2020 10:34:16 PM,Practice,1,0.3192989,No,7/22/2020 3:34:16 PM
457,07/22,7/22/2020 10:34:19 PM,Practice,2,0.9962689,No,7/22/2020 3:34:19 PM
457,07/22,7/22/2020 10:34:22 PM,Practice,3,0.7209663,No,7/22/2020 3:34:22 PM
457,07/22,7/22/2020 10:34:25 PM,Practice,4,1.18884,No,7/22/2020 3:34:25 PM
457,07/22,7/22/2020 10:34:28 PM,Practice,5,1.407223,No,7/22/2020 3:34:28 PM
457,07/22,7/22/2020 10:34:30 PM,Practice,6,0.3410459,No,7/22/2020 3:34:30 PM
457,07/22,7/22/2020 3:34:34 PM,Practice,7,0.3410459,Yes,7/22/2020 3:34:34 PM
457,07/22,7/22/2020 3:34:37 PM,Practice,8,0.3410459,Yes,7/22/2020 3:34:37 PM
457,07/22,7/22/2020 3:34:39 PM,Practice,9,0.3410459,Yes,7/22/2020 3:34:39 PM
457,07/22,7/22/2020 10:34:42 PM,Practice,10,1.333061,No,7/22/2020 3:34:42 PM
457,07/22,7/22/2020 3:34:49 PM,1,1,1.333061,Yes,7/22/2020 3:34:49 PM
457,07/22,7/22/2020 3:34:51 PM,1,2,1.333061,Yes,7/22/2020 3:34:51 PM
